ID;loan_amnt;term;int_rate;installment;emp_length;home_ownership;annual_inc;purpose;title;STATE;delinq_2yrs;revol_bal;revol_util;total_pymnt;loan_status
31035;15000; 36 months;12.73%;503.5;6 years;MORTGAGE;51000;debt_consolidation;Getting out of the Rat Race;AZ;0;7546;0.59;18099.93754;0
31038;7500; 36 months;10.25%;242.89;2 years;MORTGAGE;85000;debt_consolidation;my loan;MI;0;9720;0.398;8324.04291;0
31039;15000; 36 months;12.73%;503.5;9 years;MORTGAGE;100000;credit_card;Consolidate credit cards for a better rate;CA;0;11690;0.785;18126.81583;0
31041;5000; 36 months;7.14%;154.7;3 years;MORTGAGE;58000;other;blown head on SUV Blues loan;CA;1;5961;0.149;5569.643991;0
31042;6000; 36 months;7.51%;186.66;2 years;MORTGAGE;102000;home_improvement;backyard patio;TX;0;22260;0.544;6712.806235;0
31043;2500; 36 months;15.33%;87.08;6 years;RENT;38400;major_purchase;Major Purchase;OH;0;8754;0.902;1630.08;1
31045;20000; 36 months;10.62%;651.2;10+ years;MORTGAGE;75000;credit_card;Pay off fast;GA;0;30472;0.491;23444.35009;0
31046;16000; 36 months;10.62%;520.96;9 years;MORTGAGE;70000;debt_consolidation;credit card loan;NY;0;32147;0.513;18755.92296;0
31047;15000; 36 months;10.62%;488.4;< 1 year;RENT;37000;debt_consolidation;Consolidating ALL debt in good standing, at lower rate.;NY;0;4387;0.57;17583.77966;0
31048;16000; 36 months;15.33%;557.26;5 years;MORTGAGE;64000;;;;;;;;1
31049;8000; 36 months;7.14%;247.52;5 years;MORTGAGE;85000;car;Auto Loan;AZ;0;47146;0.078;8906.403068;0
31050;15000; 36 months;9.88%;483.16;1 year;RENT;100000;debt_consolidation;Personal;MA;0;20497;0.251;17394.70411;0
31051;5000; 36 months;7.51%;155.55;< 1 year;RENT;20743;;;;;;;;0
31052;9000; 36 months;9.88%;289.9;7 years;MORTGAGE;103200;home_improvement;No More Dirt;AZ;0;8654;0.337;10437.10327;0
31055;5500; 36 months;7.51%;171.11;6 years;MORTGAGE;56000;debt_consolidation;Cut the Crazy Interest;FL;0;2097;0.048;5568.140028;0
31057;12800; 36 months;15.70%;448.14;10+ years;RENT;103000;other;Motorcycle Refinance;NY;0;30514;0.803;16134.69941;0
31058;18200; 36 months;10.99%;595.78;9 years;RENT;58000;debt_consolidation;Kevin's Debt consolidation;CA;0;30028;0.673;20901.92983;0
31059;24000; 36 months;13.11%;809.88;1 year;RENT;105400;educational;Loan for Education;MA;0;1218;0.271;29156.93878;0
31060;9000; 36 months;14.59%;310.19;n/a;RENT;43200;debt_consolidation;Trying To Live;NY;0;22427;0.894;11167.2713;0
31061;2500; 36 months;7.51%;77.78;3 years;MORTGAGE;50000;home_improvement;Lend me money;OH;0;8638;0.72;2661.472576;0
31062;8000; 36 months;7.51%;248.88;2 years;MORTGAGE;52780;debt_consolidation;Tax and debt payoff;OH;0;7258;0.39;8959.742579;0
31063;5000; 36 months;10.99%;163.68;4 years;RENT;106000;other;Dental Loan;CA;0;21631;0.51;5892.746059;0
31065;12000; 36 months;17.56%;431.18;2 years;MORTGAGE;70000;debt_consolidation;Debt Consolidation;TX;0;11074;0.989;16136.95243;0
31066;18250; 36 months;12.73%;612.59;10+ years;MORTGAGE;45489;debt_consolidation;Tackling Debt;NY;1;18782;0.666;21570.06304;0
31067;20000; 36 months;11.36%;658.23;1 year;RENT;48500;credit_card;Away with credit card debt!;NY;0;20612;0.648;23346.47493;0
31068;7000; 36 months;13.85%;238.73;2 years;RENT;25000;debt_consolidation;Debt Consolidation;FL;0;3767;0.819;8251.693562;0
31071;10000; 36 months;7.51%;311.1;8 years;MORTGAGE;105000;credit_card;Credit Cards on Ice;WA;0;7566;0.062;10396.47063;0
31072;8200; 36 months;11.36%;269.88;< 1 year;RENT;40944;debt_consolidation;Credit Cards;TX;0;8143;0.264;9716.112558;0
31073;21600; 36 months;10.62%;703.29;10+ years;MORTGAGE;116000;credit_card;Debt Free;NY;0;25325;0.555;22400.16586;0
31074;7000; 36 months;7.14%;216.58;7 years;MORTGAGE;60000;home_improvement;Patio for summer fun!;OH;0;19959;0.424;7797.307558;0
31075;15000; 36 months;15.70%;525.17;6 years;RENT;70204;credit_card;refinance my credit card;NY;0;7776;0.399;15694.96425;0
31077;10000; 36 months;10.99%;327.36;10+ years;MORTGAGE;125000;debt_consolidation;Consolidation Loan;CA;0;19509;0.975;10353.41147;0
31079;10000; 36 months;13.48%;339.25;4 years;MORTGAGE;40720;other;Property improvement by Renee';IL;0;4391;0.732;12213.07764;0
31080;7750; 36 months;13.85%;264.31;n/a;RENT;24000;debt_consolidation;tis better 2B blessed/than sued by the rest;WA;0;8202;0.347;2653.36;1
31081;3200; 36 months;7.88%;100.1;2 years;RENT;36000;major_purchase;Haiti Relief funding for t-shirts;CA;0;2428;0.208;3601.645219;0
31082;10000; 36 months;13.48%;339.25;6 years;RENT;40000;other;My Loan;PA;0;15004;0.867;12213.10742;0
31083;14725; 36 months;19.41%;542.86;1 year;OWN;220000;major_purchase;LoPrestiLoan;VA;1;82265;0.278;15490.68771;0
31085;6400; 36 months;7.14%;198.02;6 years;MORTGAGE;67807;home_improvement;home improvements for special needs son;TX;0;1113;0.086;7096.003486;0
31086;10000; 36 months;11.36%;329.12;5 years;OWN;163000;debt_consolidation;kristina;NY;0;8271;0.25;10916.01611;0
31087;15000; 36 months;10.99%;491.03;7 years;RENT;60000;other;Dream come true;MO;0;22716;0.808;17677.6529;0
31088;17500; 36 months;14.59%;603.14;6 years;MORTGAGE;92400;debt_consolidation;Responsible Dad trying to help his family out.;CA;0;46688;0.919;18124.0242;0
31090;18000; 36 months;10.99%;589.24;8 years;MORTGAGE;78000;debt_consolidation;Debt Consolidation;AZ;0;2793;0.153;18165.32;0
31091;16250; 36 months;10.99%;531.95;3 years;MORTGAGE;77940;major_purchase;wedding budget;GA;0;5822;0.376;19151.29629;0
31092;14500; 36 months;7.88%;453.57;3 years;MORTGAGE;38376;debt_consolidation;Credit cards are ripping me off! Help me stick it to them!;CA;0;15208;0.309;16026.21797;0
31093;10000; 36 months;15.33%;348.29;9 years;OWN;41000;credit_card;Credit Card Debt;NJ;1;12224;0.794;11519.22417;0
31094;13000; 36 months;10.25%;421.01;2 years;RENT;76000;debt_consolidation;Get Out Of Debt :);NY;0;34447;0.899;13446.26;1
31095;8800; 36 months;14.59%;303.3;7 years;RENT;75000;major_purchase;Successful Professional seeking loan for lowering APRs and preparing for wedding;MA;0;9729;0.927;10818.84765;0
31097;5500; 36 months;7.51%;171.11;10+ years;MORTGAGE;65000;other;personal;AL;0;0; -   ;6159.830939;0
31098;5000; 36 months;7.14%;154.7;10+ years;MORTGAGE;33600;debt_consolidation;west gets payed;OR;0;10387;0.122;5568.368806;0
31099;10000; 36 months;13.48%;339.25;4 years;RENT;36000;educational;Fire Academy/ Room & board;FL;0;16552;0.971;12029.12851;0
31101;10000; 36 months;7.14%;309.4;10+ years;MORTGAGE;47091;debt_consolidation;debt consolidation loan;OK;0;3018;0.088;11087.49309;0
31102;12000; 36 months;7.88%;375.37;10+ years;MORTGAGE;80000;debt_consolidation;better interest rate needed;CA;0;12950;0.29;10341.51;1
31103;6500; 36 months;7.88%;203.33;< 1 year;RENT;32000;other;motorcycle;WY;1;268;0.069;7260.888411;0
31105;10000; 36 months;11.36%;329.12;10+ years;MORTGAGE;65000;credit_card;Strategies at work;MA;0;19249;0.613;11848.89608;0
31107;20000; 36 months;11.36%;658.23;1 year;MORTGAGE;80000;home_improvement;Remodel;FL;0;12093;0.187;23073.31068;0
31108;19000; 36 months;10.62%;618.64;5 years;RENT;39600;educational;Pick My Loan To Consolidate My Debt!;CA;0;3704;0.494;22063.38038;0
31109;25000; 36 months;15.33%;870.71;6 years;MORTGAGE;100000;debt_consolidation;debt;NY;0;32397;0.762;29212.97447;0
31110;3500; 36 months;7.14%;108.29;7 years;MORTGAGE;40610;home_improvement;Home Improvement;NY;0;2083;0.06;3831.288914;0
31112;6500; 36 months;15.33%;226.39;3 years;MORTGAGE;37500;home_improvement;Home Improvement Baby on the Way;KY;0;2725;0.908;8149.811174;0
31114;12950; 36 months;17.56%;465.32;10+ years;RENT;58155;debt_consolidation;DTtax;MA;0;2974;0.661;13856.58417;0
31115;4800; 36 months;11.36%;157.98;8 years;MORTGAGE;70000;debt_consolidation;Debt Consolidation;OK;0;4520;0.587;5304.888697;0
31116;20000; 36 months;11.36%;658.23;1 year;MORTGAGE;145000;debt_consolidation;Personal;CT;0;8870;0.342;23697.07442;0
31117;10000; 36 months;10.99%;327.36;6 years;RENT;26000;major_purchase;Pay off credit card and buy a car.;MO;0;4744;0.374;9619.31;1
31118;15000; 36 months;7.88%;469.21;2 years;RENT;76000;debt_consolidation;monthly;NV;0;4022;0.059;15719.14613;0
31119;15000; 36 months;10.99%;491.03;2 years;RENT;45000;credit_card;Good credit never missed payment;IL;0;17811;0.688;4910.3;1
31120;9500; 36 months;15.33%;330.87;< 1 year;RENT;27000;debt_consolidation;Livinitup921;NY;1;9488;0.895;10859.41615;0
31121;7200; 36 months;14.96%;249.46;2 years;RENT;85000;debt_consolidation;pay off;TX;0;8619;0.556;8980.666282;0
31123;15000; 36 months;10.25%;485.78;5 years;MORTGAGE;57600;credit_card;DiscoverCitiBeGone;KY;0;3700;0.298;16816.86704;0
31124;7500; 36 months;10.62%;244.2;8 years;MORTGAGE;45000;car;Paying off a car;VA;1;4339;0.529;8792.099317;0
31125;6000; 36 months;7.14%;185.64;< 1 year;RENT;81000;credit_card;great future;FL;0;6683;0.69;6682.059455;0
31126;10000; 36 months;10.99%;327.36;7 years;RENT;120000;debt_consolidation;Debt Consolidation;CA;0;550;0.024;3273.6;1
31128;20000; 36 months;11.36%;658.23;3 years;MORTGAGE;62000;debt_consolidation;Debt Buster;CA;0;18200;0.447;23073.33008;0
31129;7000; 36 months;7.88%;218.97;2 years;RENT;65000;major_purchase;special interest;NJ;0;10429;0.284;7913.766039;0
31130;10000; 36 months;7.51%;311.1;< 1 year;MORTGAGE;135000;moving;Moving Expenses Needed;GA;1;837;0.04;10554.45802;0
31131;20000; 36 months;16.07%;703.88;1 year;MORTGAGE;48000;home_improvement;Personal Loan for Home Improvement;NJ;0;4269;0.485;22194.2291;0
31133;16000; 36 months;9.88%;515.37;10+ years;MORTGAGE;58800;debt_consolidation;Debt Consolidation;CO;0;9040;0.175;17458.59033;0
31134;9800; 36 months;10.25%;317.38;7 years;RENT;93000;other;Bill consolidation loan;CA;2;15734;0.893;11425.88049;0
31135;5000; 36 months;9.88%;161.06;2 years;RENT;42000;other;personal loan;NY;0;2161;0.12;5799.251709;0
31136;3400; 36 months;9.88%;109.52;4 years;RENT;37500;major_purchase;Storage Shed;GA;0;10036;0.315;3933.815813;0
31137;9000; 36 months;7.51%;279.99;10+ years;MORTGAGE;165000;major_purchase;Low Risk Loan;CT;0;101518;0.525;9821.731635;0
31138;8000; 36 months;11.36%;263.29;2 years;RENT;40000;debt_consolidation;Credit Card Freedom!;NY;0;2961;0.493;8750.750599;0
31139;13500; 36 months;10.62%;439.56;8 years;RENT;68000;debt_consolidation;CreditMoney;CA;0;15997;0.615;15825.41412;0
31140;4000; 36 months;7.14%;123.76;5 years;MORTGAGE;60000;home_improvement;Roofing Project;CA;0;1509;0.024;4133.867951;0
31143;4000; 36 months;11.36%;131.65;< 1 year;RENT;22000;major_purchase;New Work Truck;CA;0;7472;0.747;394.95;1
31144;3000; 36 months;10.62%;97.68;4 years;RENT;43200;other;Loan to Payoff Bills;MN;0;706;0.112;1737.12;1
31146;24000; 36 months;11.36%;789.87;2 years;MORTGAGE;90000;debt_consolidation;Jenn's Debt Consolidation for Increased Rainy Day Savings;VA;0;24573;0.696;28436.88316;0
31147;5000; 36 months;13.85%;170.52;4 years;RENT;58000;debt_consolidation;Mar-10;CO;0;4566;0.374;5806.208082;0
31148;2000; 36 months;6.39%;61.21;5 years;MORTGAGE;50000;home_improvement;New Roof Loan;PA;0;2787;0.104;2203.302228;0
31149;4800; 36 months;7.51%;149.33;2 years;MORTGAGE;76500;other;Tax Loan;CA;0;83440;0.778;5375.928469;0
31150;5000; 36 months;15.70%;175.06;1 year;OWN;60000;major_purchase;For Tools To Work More Efficiently;CT;0;8451;0.655;6222.91933;0
31152;2800; 36 months;7.88%;87.59;7 years;RENT;37423.99;major_purchase;Improving;WI;0;1644;0.205;3153.224776;0
31153;15000; 36 months;12.73%;503.5;3 years;MORTGAGE;80300;other;Wedding Fund;PA;0;14488;0.575;18127.3867;0
31154;6250; 36 months;16.07%;219.97;2 years;RENT;29100;debt_consolidation;a Brighter Future;WI;0;2556;0.473;7918.738897;0
31155;10000; 36 months;10.99%;327.36;10+ years;MORTGAGE;109800;other;Wind Dancer;VA;1;43256;0.459;11785.254;0
31156;3000; 36 months;7.14%;92.82;10+ years;RENT;67000;credit_card;Quick Pay Off;PA;0;27421;0.879;3317.133923;0
31157;11000; 36 months;9.88%;354.32;8 years;RENT;45000;wedding;Affordable Wedding of My Dreams;NY;0;4171;0.064;12525.76679;0
31158;20000; 36 months;10.25%;647.7;7 years;MORTGAGE;66000;debt_consolidation;Done in March 2013;TX;0;15738;0.39;21892.97406;0
31159;7000; 36 months;10.62%;227.92;9 years;RENT;22680;moving;young couple moving up;FL;0;3856;0.232;7769.143165;0
31161;15000; 36 months;16.07%;527.91;< 1 year;MORTGAGE;136000;debt_consolidation;I want to consolidate my debt since I have a new job.;MA;0;35040;0.91;19006.31026;0
31162;7000; 36 months;16.07%;246.36;3 years;RENT;40000;debt_consolidation;CC consolidation;NY;0;14985;0.78;8869.264093;0
31164;25000; 36 months;10.99%;818.38;6 years;RENT;60000;debt_consolidation;consolidation;MI;0;28541;0.524;29462.61762;0
31166;9000; 36 months;17.93%;325.06;3 years;MORTGAGE;63000;home_improvement;My Dream Home;WA;0;8396;0.531;11348.166;0
31168;2400; 36 months;13.11%;80.99;9 years;MORTGAGE;30000;other;Rough Patch;FL;0;9222;0.951;2906.918923;0
31169;5000; 36 months;7.88%;156.41;2 years;RENT;52000;wedding;Wedding and Consilidate CC's;WA;0;2711;0.13;5630.758564;0
31170;10000; 36 months;7.51%;311.1;4 years;RENT;42000;debt_consolidation;Loan = $10,000, Me = A+ Credit, Breaking up w/ Selfish Credit Cards = Priceless!;MI;0;6671;0.363;11199.66563;0
31172;6000; 36 months;11.36%;197.47;2 years;RENT;60000;major_purchase;great credit;NY;0;334;0.08;7097.956703;0
31173;12000; 36 months;13.11%;404.94;3 years;MORTGAGE;96000;credit_card;Credit Card Refinancing;CA;0;7121;0.527;14388.68118;0
31174;2500; 36 months;7.88%;78.21;6 years;MORTGAGE;45000;other;New Boat;NM;0;860;0.072;2815.424568;0
31175;9600; 36 months;12.73%;322.24;< 1 year;RENT;48000;debt_consolidation;Debt Consolidation, Young Professional;NY;0;7572;0.433;11628.27409;0
31176;1100; 36 months;6.76%;33.85;n/a;RENT;35000;medical;Financing some medical expenses;CA;0;1012;0.018;1190.291939;0
31177;8000; 36 months;13.85%;272.84;3 years;OWN;58000;major_purchase;Remodel;FL;1;25046;0.931;9822.369213;0
31178;3600; 36 months;7.14%;111.39;8 years;MORTGAGE;38000;debt_consolidation;personal consolidation;AR;0;1546;0.049;4010.081918;0
31179;16000; 36 months;10.62%;520.96;10+ years;MORTGAGE;210000;credit_card;No More Vulture Credit Cards;AR;0;68649;0.456;17037.31594;0
31180;20000; 36 months;10.99%;654.71;8 years;RENT;75000;debt_consolidation;Fresh Start!!!!;NY;0;20847;0.761;14098.35;1
31181;12500; 36 months;14.96%;433.08;9 years;MORTGAGE;62400;;;;;;;;0
31182;3000; 36 months;10.25%;97.16;6 years;RENT;27599;other;Our Magical Wedding on the Water;NY;0;467;0.259;3497.724382;0
31183;10000; 36 months;13.48%;339.25;10+ years;RENT;35000;debt_consolidation;Making it Work;PA;0;3325;0.496;12080.44263;0
31184;18000; 36 months;17.93%;650.12;2 years;RENT;180000;;;;;;;;0
31185;5000; 36 months;10.25%;161.93;3 years;RENT;39000;other;Mine;SD;0;4028;0.575;5380.20556;0
31186;2000; 36 months;14.22%;68.57;< 1 year;RENT;85000;debt_consolidation;Consolidation;FL;1;7163;0.407;2468.556078;0
31187;2000; 36 months;11.36%;65.83;< 1 year;RENT;38000;moving;Home Expenses;OH;0;3063;0.257;2073.250262;0
31189;4800; 36 months;7.14%;148.51;5 years;RENT;33763;small_business;Versatile Vocalists Studio Project;IL;0;4522;0.148;5346.783509;0
31190;5000; 36 months;7.14%;154.7;n/a;MORTGAGE;60000;other;pay my taxes;WV;0;1561;0.578;5569.476053;0
31192;2000; 36 months;7.51%;62.22;3 years;RENT;65000;wedding;Engagement Ring Loan;CO;2;1000;0.435;2239.926752;0
31194;25000; 36 months;10.62%;814;5 years;RENT;85000;renewable_energy;education/vacation loan;IL;0;8867;0.175;29305.55171;0
31196;3500; 36 months;13.11%;118.11;2 years;RENT;39000;debt_consolidation;Chad's;OH;0;2426;0.27;4252.101793;0
31198;5000; 36 months;10.62%;162.8;< 1 year;RENT;75000;credit_card;Debt Refinance;FL;0;12535;0.471;5394.245509;0
31200;6000; 36 months;6.00%;182.53;6 years;RENT;26400;major_purchase;The major purchase;RI;0;3046;0.516;7346.907534;0
31201;6250; 36 months;10.62%;203.5;< 1 year;OWN;18000;debt_consolidation;Debt Consolidation;PA;0;9524;0.774;7324.637108;0
31203;1500; 36 months;10.99%;49.11;2 years;RENT;31500;vacation;Mexican Cruise Vacation;NY;0;6893;0.599;1768.208866;0
31204;10000; 36 months;12.73%;335.67;< 1 year;RENT;27000;wedding;Paying For My Wedding!;MA;0;10136;0.533;12085.05012;0
31205;25000; 36 months;14.59%;861.63;9 years;MORTGAGE;250000;debt_consolidation;Consolidation Loan;WA;0;38535;0.628;26982.49954;0
31206;20000; 36 months;13.85%;682.08;5 years;RENT;87000;credit_card;Hate Chase;CA;0;21557;0.661;23972.46156;0
31208;3600; 36 months;6.39%;110.17;2 years;MORTGAGE;55000;credit_card;Wonderful Investment;AL;0;8413;0.126;3940.058359;0
31210;7000; 36 months;11.36%;230.38;10+ years;MORTGAGE;75500;credit_card;matt;NJ;0;21040;0.643;8198.861009;0
31214;24250; 36 months;17.56%;871.35;4 years;OWN;80000;debt_consolidation;Consolidate;NY;0;30011;0.75;26870.79454;0
31215;6500; 36 months;10.62%;211.64;7 years;MORTGAGE;48000;other;knucklehead5;NJ;0;4141;0.476;7619.567716;0
31217;7000; 36 months;10.62%;227.92;n/a;RENT;17000;;;;;;;;0
31218;10000; 36 months;13.48%;339.25;4 years;MORTGAGE;23000;home_improvement;Wells Beautiful Home Loan;GA;2;3105;0.206;7167.77;1
31219;7000; 36 months;14.22%;239.99;3 years;RENT;35654;debt_consolidation;Starting Over;NJ;0;6487;0.791;5853.2;1
31220;12500; 36 months;7.88%;391.01;< 1 year;RENT;50000;other;We Need a Wedding Loan for that Special Day!;NY;0;3701;0.171;13881.88542;0
31223;14000; 36 months;10.25%;453.39;5 years;RENT;60000;debt_consolidation;Loan;VA;0;7555;0.504;16311.35164;0
31224;8500; 36 months;15.70%;297.6;4 years;MORTGAGE;24000;other;Extra;IL;0;0; -   ;9666.802585;0
31226;3000; 36 months;10.99%;98.21;1 year;RENT;94000;other;Personal;CA;0;11731;0.767;3535.518581;0
31227;14000; 36 months;14.96%;485.05;1 year;RENT;71700;debt_consolidation;CC Debt Consolidation Caper;AZ;0;29469;0.835;17445.01613;0
31228;11000; 36 months;12.73%;369.23;5 years;RENT;37200;debt_consolidation;KL;IL;0;15179;0.888;13293.63005;0
31229;25000; 36 months;14.59%;861.63;8 years;MORTGAGE;334000;debt_consolidation;Coming off a divorce and looking to consolidate debt;IL;2;12156;0.461;31019.35786;0
31230;15000; 36 months;11.36%;493.67;< 1 year;MORTGAGE;55000;credit_card;Excellent and Hard Worker, never missed a payment.;OH;0;7175;0.21;17608.843;0
31231;10000; 36 months;10.99%;327.36;10+ years;MORTGAGE;79000;debt_consolidation;Pay off credit card and consolidate payments;CA;1;11702;0.195;10268.45438;0
31232;10000; 36 months;9.88%;322.11;4 years;MORTGAGE;54000;debt_consolidation;Sayonara Credit Cards!;KY;0;6948;0.539;11533.02032;0
31235;6250; 36 months;10.62%;203.5;6 years;MORTGAGE;41000;small_business;Startup business in Miami, Fl;FL;0;8802;0.376;7120.22838;0
31236;12000; 36 months;13.48%;407.09;1 year;RENT;93000;small_business;Time to expand, I can afford the payment.;CA;0;3108;0.275;14655.74742;0
31237;15000; 36 months;7.88%;469.21;8 years;MORTGAGE;85000;debt_consolidation;I need to pay my credit cards off;NY;0;36182;0.156;16892.51861;0
31238;5175; 36 months;10.99%;169.41;10+ years;MORTGAGE;27442.02;major_purchase;new kitchen;OH;0;1763;0.41;6098.905441;0
31239;16000; 36 months;12.73%;537.06;3 years;MORTGAGE;105000;debt_consolidation;debt consolidation/home improvement;FL;1;7392;0.373;18424.83585;0
31241;5000; 36 months;11.36%;164.56;4 years;RENT;67200;small_business;Business Expansion Loan;WV;0;115;0.033;5768.344117;0
31242;14300; 36 months;7.51%;444.87;6 years;RENT;74880;debt_consolidation;Mary's Debt Consolidation;CA;0;6514;0.179;15024.05242;0
31243;10000; 36 months;15.33%;348.29;5 years;RENT;63000;debt_consolidation;Consolidation Loan;CA;0;990;0.99;11692.73824;0
31244;10000; 36 months;10.99%;327.36;4 years;RENT;95000;debt_consolidation;Quest to be debt free;DC;0;25540;0.522;11740.55917;0
31247;6800; 36 months;7.14%;210.39;10+ years;RENT;37000;debt_consolidation;Consolidated;MI;0;8149;0.477;7094.909416;0
31248;10000; 36 months;10.25%;323.85;< 1 year;MORTGAGE;55000;debt_consolidation;Debt Consolidation;AZ;0;27062;0.531;11402.40019;0
31249;25000; 36 months;10.99%;818.38;10+ years;MORTGAGE;132000;major_purchase;New Furniture;TX;1;79234;0.038;27845.09208;0
31250;16500; 36 months;10.62%;537.24;5 years;RENT;47000;debt_consolidation;Help Me Help You;NY;0;16536;0.535;19342.03884;0
31253;25000; 36 months;15.70%;875.27;7 years;RENT;110000;debt_consolidation;Time for Freedom - Debt Consolidation Loan;CA;0;43112;0.902;31114.71349;0
31254;20000; 36 months;14.59%;689.3;3 years;MORTGAGE;127000;debt_consolidation;DebtConsolidation;MD;0;12908;0.768;24815.95203;0
31257;14500; 36 months;12.73%;486.72;2 years;RENT;76000;credit_card;out of debt;CA;0;21762;0.753;17132.70966;0
31258;3000; 36 months;17.56%;107.8;3 years;RENT;44000;educational;My Wife's Education Fund;CA;0;384;0.96;1524.2;1
31259;6000; 36 months;10.25%;194.31;5 years;RENT;29000;small_business;this money will work for us;NY;0;589;0.017;6656.094931;0
31260;3000; 36 months;10.99%;98.21;< 1 year;RENT;19200;other;Personal Loan;NY;0;566;0.129;3419.483494;0
31261;2500; 36 months;15.70%;87.53;< 1 year;MORTGAGE;44000;home_improvement;First Time Home Buyer;CA;0;2276;0.875;792.08;1
31262;6000; 36 months;10.62%;195.36;5 years;MORTGAGE;40000;home_improvement;Home Improvement/moving $$$ to accept a better job offer!;TX;0;0; -   ;6806.030089;0
31263;5000; 36 months;7.14%;154.7;2 years;RENT;55000;other;Funeral Expenses;NY;0;4877;0.072;5569.44606;0
31264;5000; 36 months;10.62%;162.8;2 years;MORTGAGE;50000;debt_consolidation;Custody Legal Bills;OH;0;8601;0.451;5784.249932;0
31267;14000; 36 months;12.73%;469.93;2 years;RENT;40000;debt_consolidation;Personal;FL;0;13058;0.926;16844.36489;0
31268;18000; 36 months;9.88%;579.79;10+ years;RENT;75576;credit_card;Looking to be Debt Free in 2013;CA;0;37888;0.523;20859.74181;0
31269;15000; 36 months;13.11%;506.18;3 years;MORTGAGE;80000;credit_card;Goodbye to rate-adjusting credit cards!;FL;0;19548;0.873;17341.96287;0
31270;1000; 36 months;14.96%;34.65;1 year;RENT;12240;educational;Land of Opportunity Help Become a Doctor;MI;0;5351;0.428;45;1
31272;9200; 36 months;9.88%;296.34;2 years;MORTGAGE;24000;credit_card;Getting ahead;AZ;0;10759;0.633;9874.080008;0
31273;8000; 36 months;11.36%;263.29;3 years;RENT;36000;other;security;WY;1;3629;0.142;8492.605485;0
31274;25000; 36 months;15.70%;875.27;10+ years;MORTGAGE;273000;debt_consolidation;Semper Fi;NH;0;67242;0.899;31510.53547;0
31276;8500; 36 months;14.96%;294.5;10+ years;MORTGAGE;42000;small_business;Farm operating loan;SC;0;11826;0.344;10602.33841;0
31278;12000; 36 months;9.88%;386.53;6 years;MORTGAGE;80000;debt_consolidation;Avatar;MD;0;19330;0.23;13224.09719;0
31279;6000; 36 months;11.36%;197.47;10+ years;MORTGAGE;65000;wedding;Beautiful Daughter is getting married-Need help;WA;0;2866;0.47;7107.380093;0
31280;10000; 36 months;9.88%;322.11;3 years;RENT;35000;small_business;Start-Up $ For Aspiring Entrepreneur;MN;0;2205;0.171;11502.94763;0
31281;8500; 36 months;7.51%;264.43;5 years;MORTGAGE;32000;debt_consolidation;Free loan;PA;0;8019;0.154;9121.136799;0
31282;9000; 36 months;7.88%;281.53;3 years;RENT;70176;credit_card;Pay Off Higher Rate Credit Card;CO;0;44601;0.496;10107.40218;0
31283;24000; 36 months;10.25%;777.24;4 years;MORTGAGE;90000;small_business;Bridge Loan for Exciting Product;UT;0;40909;0.409;14767.56;1
31284;3000; 36 months;7.51%;93.33;1 year;RENT;60000;credit_card;Loan to pay creadit cards;CA;0;11881;0.58;3359.901806;0
31285;3000; 36 months;14.59%;103.4;9 years;RENT;32000;debt_consolidation;pay bills;OH;0;6631;0.526;3722.422447;0
31286;12000; 36 months;14.22%;411.41;4 years;RENT;37500;educational;PAY FOR PORTION OF MY MASTERS;NJ;0;6490;0.541;14872.82682;0
31287;16000; 36 months;13.85%;545.67;1 year;OWN;50000;debt_consolidation;Breaking up with my credit card;IL;0;14299;0.678;19645.08309;0
31291;7000; 36 months;7.88%;218.97;5 years;MORTGAGE;51000;debt_consolidation;Sara's Debt Consolidation;OH;0;7604;0.472;7961.595008;0
31292;10000; 36 months;14.96%;346.47;4 years;MORTGAGE;49600;debt_consolidation;Debt Consolidation;TX;0;30016;0.947;12473.23756;0
31293;10000; 36 months;11.36%;329.12;6 years;RENT;50307.36;debt_consolidation;Angela's Debt Consolidation;TX;0;20690;0.805;9544.48;1
31294;20000; 36 months;11.36%;658.23;10+ years;MORTGAGE;65000;other;Myloan;NY;0;40025;0.663;1974.69;1
31295;10000; 36 months;14.22%;342.85;7 years;RENT;34000;debt_consolidation;Republic of Palau;HI;0;9519;0.774;11826.9364;0
31296;3500; 36 months;13.48%;118.74;< 1 year;RENT;18000;other;Consolidation;AZ;0;2394;0.855;1125.68;1
31298;6000; 36 months;10.99%;196.42;5 years;MORTGAGE;60000;other;big money;PA;0;22147;0.486;7071.17489;0
31299;9250; 36 months;13.11%;312.14;5 years;RENT;27120;debt_consolidation;Need good Karma? Save me from High Interest Rate Hell.;CO;0;14435;0.625;2230.51;1
31300;10000; 36 months;7.88%;312.81;2 years;RENT;58000;debt_consolidation;Loan here;CA;0;9616;0.355;11261.53193;0
31301;2000; 36 months;14.96%;69.3;4 years;RENT;48000;other;Searching for $8,000 Loan for Furniture/Vacation Expenses;CA;0;181;0.905;2494.626189;0
31302;2100; 36 months;13.11%;70.87;5 years;MORTGAGE;24000;debt_consolidation;:);CA;0;5468;0.399;2551.271429;0
31305;5000; 36 months;14.96%;173.24;4 years;RENT;31000;other;Help me build up my credit!;GA;0;2550;0.671;5652.920375;0
31306;10000; 36 months;7.88%;312.81;10+ years;MORTGAGE;77000;major_purchase;The Loan;WI;0;286;0.029;11259.08696;0
